_input,_num,_widgetName,_source,_resultNumber,_pageUrl,description,date,city,parish,county
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,264,Scroll of Extraction,Scroll of Extraction,263,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone allegedly bewitched Stephen Cookers cow to death a crime she is said to confess to. (26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,265,Scroll of Extraction,Scroll of Extraction,264,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone allegedly bewitched Stephen Cooker's cows to death livestock held in "Handling" a crime she is said to confess to. (26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,266,Scroll of Extraction,Scroll of Extraction,265,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone allegedly bewitched one of Henry Robinson's cows and one of his sows to death a crime she is said to confess to. (27) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 27,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,267,Scroll of Extraction,Scroll of Extraction,266,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone pushed to confessed her status as a witch and the crimes attributed to her loses her patience and cries out that "she had been told fourty times that this Informant thought in his conscience she was no Witch."(27) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 27,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,268,Scroll of Extraction,Scroll of Extraction,267,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mrs. and Mr. Rawbood having moved into a house formerly occupied by Margaret Moone (they had offered her landlord ten shillings more rent) "never [did] thrive after' but were always "lame of sick untill they died."(27) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 27,1625,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,269,Scroll of Extraction,Scroll of Extraction,268,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone curses Mr. and Mrs. Rawbood after they take possession of a house she had lived in saying "they (meaning the said Rawbood and his wife) had as good they had not medled with the house."(27) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 27,1625,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,270,Scroll of Extraction,Scroll of Extraction,269,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mrs Rawbood having moved into Margaret Moone's home and suspecting the act has made her possessed found herself "a little before it was time to go to Church" one Easter day suddenly "so filled with Lice" described as "long and lean and not like other Lice" that they "might have been swept off her cloaths with a stick."() Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645,1625,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,271,Scroll of Extraction,Scroll of Extraction,270,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Francis Milles searches Margaret Moone as a witch and finds "three long teats or bigges in her secret parts which seemed to have been lately sucked." Milles dismisses the possibility that these marks were some natural protuberance like pyles; "having been troubled with them herself" she new these marks were not that.(28) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 28,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,272,Scroll of Extraction,Scroll of Extraction,271,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone and Elizabeth Clarke are accused of bewitching John Edwards the infant son of Mr. Richard Edwards to death. This crime is also blamed on Anne Leech and Elizabeth Gooding.(26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1644,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,273,Scroll of Extraction,Scroll of Extraction,272,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone allegedly spoiled a batch of Philip Berriman's bread.(26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,274,Scroll of Extraction,Scroll of Extraction,273,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone and Elizabeth Clarke allegedly spoil three batches of Richard Edwards' beer.(26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,275,Scroll of Extraction,Scroll of Extraction,274,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone allegedly bewitched Philip Daniel's horse. It fell and broke its neck while pulling Daniel's wagon down hill. (26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,276,Scroll of Extraction,Scroll of Extraction,275,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Henry Cornwall after bringing home a half a peck of apples given to him by Margaret Moone as payment for a hook eats one of said apples and was suddenly "taken sick with an extreme shaking and pain in all parts of his body" a condition he suffered with "in great extremity for the space of twelve weeks and most part of that; time deprived of his senses."(26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,277,Scroll of Extraction,Scroll of Extraction,276,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Although she had identified Margaret Moone as "a woman of a very bad fame and suspected for a Witch [who] had formerly been questioned at an Assize [as a witch and she] flung away the Ap[p]les" her husband had brought into their home courtesy of Margaret Moone Mrs. Cornwall begins to experience a series of fits. She is taken sick with an extreme shaking and pain in all parts of [her] body" and never fully recovers. (26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,278,Scroll of Extraction,Scroll of Extraction,277,http://witching.org/brimstone/detail.php?mode=county&county=Essex,One day after her father had done some labour for Margaret Moone Joan Cornwall becomes sick. She suffers from "strange fits and shrickings out and so continued languishing for a moneth and died." Margaret Moone is blamed for the child's death. (26) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 26,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,279,Scroll of Extraction,Scroll of Extraction,278,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Margaret Moone can allegedly conjure her familiar spirits with a bowl of beer and a little bread. She allegedly offers to demonstrate this to Francis Milles and "put the bread into the beere and set it against an hole in the wall and made a circle round about the pot and then cried Come Christ come Christ come Mounsier come Mounsier." When the imps failed to appear she blamed her daughter claiming they had carried them away. (28) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 28,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,280,Scroll of Extraction,Scroll of Extraction,279,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Judith Moone and her sister the two daughters of Margaret Moone are searched as witches. Marks are found on them described as marks like their mother's which are "three long teats or bigges in her secret parts which seemed to have been lately sucked."(28) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 28,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,281,Scroll of Extraction,Scroll of Extraction,280,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mary Philips while "going over a broad foot Bridge this Informant sensibly felt a great blow on her head which strook her into a ditch up to the neck." This event is recorded in terms of her examinations of Margaret Moone who seems to recognize her presumably because she had magically administered the blow. (28-29) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 28-29,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,282,Scroll of Extraction,Scroll of Extraction,281,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Judith Moone having refused to fetch her mother a bundle of wood the day before feels something crawl into her bed her bed "about her legges being at that time broad awake and that shee searched to see what it should be but could not finde any thing." Presumably this is one of her Mother Margaret Moone's familiars. (29) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 29,1645,,Thorpe-le-Soken,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,283,Scroll of Extraction,Scroll of Extraction,282,http://witching.org/brimstone/detail.php?mode=county&county=Essex,John Munt is allegedly bewitched by Margaret Grew "so that he died instanly." Grewe is also indicted and convicted of having a familiar named Jay which may have been used in this crime. (http://seax.essexcc.gov.uk/result_details.asp?DocID=340870) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?DocID=340870,1645,Walton-le-Soken,Soken,Essex
